"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-02-08","10.29",",,W",,,"0.20",",,W,2400","2.9",",,W","0.0",",,W","34","H,,S","42",",,W","31",",,W","  110",",,W","  110",",,W","25.9",",,W","33.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-02-09","5.37",",,W",,,"0.02",",,W,2400","0.0","T,,W","3.1",",,W","34","H,,S","39",",,W","32",",,W","  150",",,W","  150",",,W","13.0",",,W","15.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-02-10","10.51",",,W",,,"0.72",",,W,2400","0.0",",,W","0.0",",,W","40","H,,S","50",",,W","36",",,W","  210",",,W","  200",",,W","23.0",",,W","30.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-02-11","8.50",",,W",,,"0.67",",,W,2400","0.0",",,W","0.0",",,W","48","H,,S","54",",,W","42",",,W","  160",",,W","  160",",,W","21.0",",,W","23.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-02-12","14.32",",,W",,,"0.18",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","54",",,W","45",",,W","  220",",,W","  210",",,W","35.1",",,W","49.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-02-13","14.09",",,W",,,"0.07",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","55",",,W","46",",,W","  220",",,W","  220",",,W","28.0",",,W","38.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-02-14","14.32",",,W",,,"0.37",",,W,2400","0.0",",,W","0.0",",,W","49","H,,S","53",",,W","43",",,W","  200",",,W","  220",",,W","25.1",",,W","31.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-02-15","11.41",",,W",,,"0.46",",,W,2400","0.0",",,W","0.0",",,W","45","H,,S","52",",,W","41",",,W","  210",",,W","  220",",,W","36.0",",,W","52.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-02-16","17.67",",,W",,,"1.04",",,W,2400","0.0",",,W","0.0",",,W","44","H,,S","49",",,W","39",",,W","  230",",,W","  220",",,W","29.1",",,W","40.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-02-17","12.30",",,W",,,"0.57",",,W,2400","0.0",",,W","0.0",",,W","44","H,,S","47",",,W","40",",,W","  220",",,W","  220",",,W","23.0",",,W","30.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-02-18","13.87",",,W",,,"0.60",",,W,2400","0.0",",,W","0.0",",,W","44","H,,S","48",",,W","41",",,W","  220",",,W","  220",",,W","32.0",",,W","40.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-02-19","13.42",",,W",,,"0.04",",,W,2400","0.0",",,W","0.0",",,W","43","H,,S","47",",,W","39",",,W","  210",",,W","  210",",,W","21.0",",,W","28.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-02-20","15.43",",,W",,,"0.12",",,W,2400","0.0",",,W","0.0",",,W","45","H,,S","50",",,W","42",",,W","  220",",,W","  210",",,W","30.0",",,W","38.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-02-21","6.49",",,W",,,"0.11",",,W,2400","0.0",",,W","0.0",",,W","43","H,,S","44",",,W","39",",,W","  240",",,W","  230",",,W","15.0",",,W","21.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-02-22","6.93",",,W",,,"0.10",",,W,2400","0.0","T,,W","0.0",",,W","40","H,,S","42",",,W","37",",,W","  160",",,W","  130",",,W","13.0",",,W","17.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-02-23","5.82",",,W",,,"0.24",",,W,2400","0.0",",,W","0.0",",,W","42","H,,S","45",",,W","39",",,W","  170",",,W","  180",",,W","13.0",",,W","15.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-02-24","7.16",",,W",,,"0.51",",,W,2400","0.0",",,W","0.0",",,W","41","H,,S","44",",,W","38",",,W","   10",",,W","   10",",,W","12.1",",,W","14.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-02-25","10.07",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","44","H,,S","54",",,W","39",",,W","   10",",,W","   80",",,W","16.1",",,W","18.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-02-26","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","48","H,,S","57",",,W","42",",,W","   30",",,W","   90",",,W","12.1",",,W","15.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-02-27","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","48","H,,S","55",",,W","40",",,W","   10",",,W","   10",",,W","14.1",",,W","15.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-02-28","13.20",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","49","H,,S","58",",,W","40",",,W","   20",",,W","   10",",,W","23.9",",,W","30.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-01","10.51",",,W",,,"0.02",",,W,2400","0.0","T,,W","0.0",",,W","45","H,,S","45",",,W","40",",,W","  110",",,W","  120",",,W","17.0",",,W","21.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-02","12.75",",,W",,,"0.75",",,W,2400","0.0",",,W","0.0",",,W","40","H,,S","52",",,W","37",",,W","  210",",,W","  180",",,W","23.9",",,W","31.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-03","11.41",",,W",,,"0.42",",,W,2400","0.0",",,W","0.0",",,W","49","H,,S","58",",,W","48",",,W","  200",",,W","  240",",,W","19.9",",,W","30.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-04","8.72",",,W",,,"0.65",",,W,2400","0.0",",,W","0.0",",,W","51","H,,S","57",",,W","46",",,W","  200",",,W","  210",",,W","19.9",",,W","25.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-05","8.72",",,W",,,"1.84",",,W,2400","0.0",",,W","0.0",",,W","54","H,,S","60",",,W","51",",,W","  190",",,W","  200",",,W","25.1",",,W","35.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-06","13.87",",,W",,,"0.12",",,W,2400","0.0",",,W","0.0",",,W","54","H,,S","56",",,W","50",",,W","  220",",,W","  220",",,W","28.0",",,W","38.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-07","9.40",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","52","H,,S","60",",,W","48",",,W","  220",",,W","  210",",,W","21.0",",,W","25.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-08","6.04",",,W",,,"1.27",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","55",",,W","44",",,W","  200",",,W","  210",",,W","17.0",",,W","23.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-09","9.62",",,W",,,"0.17",",,W,2400","0.0",",,W","0.0",",,W","54","H,,S","59",",,W","49",",,W","  210",",,W","  220",",,W","17.0",",,W","25.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-10","4.92",",,W",,,"0.74",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","54",",,W","43",",,W","  210",",,W","  200",",,W","12.1",",,W","15.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-11","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","47","H,,S","58",",,W","40",",,W","   20",",,W","   30",",,W","12.1",",,W","14.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-12","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","49","H,,S","61",",,W","38",",,W","   10",",,W","   20",",,W","15.0",",,W","18.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-13","5.59",",,W",,,"0.02",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","57",",,W","41",",,W","  230",",,W","  220",",,W","13.0",",,W","17.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-14","13.65",",,W",,,"0.27",",,W,2400","0.0",",,W","0.0",",,W","53","H,,S","58",",,W","47",",,W","  220",",,W","  200",",,W","23.9",",,W","32.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-15","6.71",",,W",,,"0.32",",,W,2400","0.0",",,W","0.0",",,W","52","H,,S","62",",,W","40",",,W","  200",",,W","  210",",,W","17.0",",,W","23.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-16","8.50",",,W",,,"1.09",",,W,2400","0.0",",,W","0.0",",,W","49","H,,S","51",",,W","40",",,W","  230",",,W","  240",",,W","17.0",",,W","23.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-17","7.16",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","43","H,,S","50",",,W","37",",,W","  190",",,W","   90",",,W","19.9",",,W","32.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-18","3.58",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","43","H,,S","50",",,W","38",",,W","  140",",,W","  100",",,W","10.1",",,W","13.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-19","11.41",",,W",,,"0.02",",,W,2400","0.0",",,W","0.0",",,W","47","H,,S","52",",,W","38",",,W","  200",",,W","  200",",,W","23.9",",,W","32.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-20","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","42","H,,S","52",",,W","35",",,W","   30",",,W","   40",",,W","16.1",",,W","18.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-21","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","44","H,,S","51",",,W","37",",,W","  340",",,W","  340",",,W","15.0",",,W","21.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-22","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","42","H,,S","52",",,W","34",",,W","  330",",,W","  120",",,W","8.9",",,W","13.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-23","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","46","H,,S","55",",,W","40",",,W","   30",",,W","  290",",,W","11.0",",,W","16.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-24","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","48","H,,S","66",",,W","37",",,W","  160",",,W","  170",",,W","8.9",",,W","10.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-25","9.84",",,W",,,"0.16",",,W,2400","0.0",",,W","0.0",",,W","54","H,,S","57",",,W","44",",,W","  200",",,W","  190",",,W","30.0",",,W","42.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-26","5.37",",,W",,,"0.14",",,W,2400","0.0",",,W","0.0",",,W","47","H,,S","52",",,W","42",",,W","  190",",,W","  210",",,W","12.1",",,W","17.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-27","6.26",",,W",,,"0.01",",,W,2400","0.0",",,W","0.0",",,W","47","H,,S","54",",,W","44",",,W","  320",",,W","  330",",,W","23.0",",,W","30.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-28","8.72",",,W",,,"0.87",",,W,2400","0.0",",,W","0.0",",,W","48","H,,S","53",",,W","45",",,W","  240",",,W","  210",",,W","19.9",",,W","23.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-29","11.41",",,W",,,"0.55",",,W,2400","0.0",",,W","0.0",",,W","48","H,,S","53",",,W","45",",,W","  190",",,W","  190",",,W","21.0",",,W","31.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-30","11.41",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","47","H,,S","52",",,W","41",",,W","  190",",,W","  180",",,W","23.0",",,W","28.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-03-31","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","46","H,,S","60",",,W","36",",,W","  360",",,W","  220",",,W","16.1",",,W","21.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-01","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","58",",,W","44",",,W","   20",",,W","   10",",,W","13.0",",,W","15.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-02","9.40",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","49","H,,S","58",",,W","42",",,W","  210",",,W","  200",",,W","16.1",",,W","23.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-03","8.72",",,W",,,"0.10",",,W,2400","0.0",",,W","0.0",",,W","49","H,,S","56",",,W","43",",,W","  220",",,W","  220",",,W","19.9",",,W","25.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-04","10.51",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","48","H,,S","55",",,W","43",",,W","  210",",,W","  220",",,W","19.9",",,W","23.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-05","9.62",",,W",,,"0.18",",,W,2400","0.0",",,W","0.0",",,W","49","H,,S","53",",,W","46",",,W","  210",",,W","  230",",,W","21.9",",,W","29.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-06","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","57",",,W","47",",,W","  220",",,W","  220",",,W","16.1",",,W","23.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-07","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","56","H,,S","70",",,W","49",",,W","  200",",,W","  320",",,W","14.1",",,W","21.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-08","9.40",",,W",,,"0.18",",,W,2400","0.0",",,W","0.0",",,W","57","H,,S","60",",,W","47",",,W","   40",",,W","   40",",,W","18.1",",,W","21.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-09","6.49",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","58",",,W","44",",,W","   30",",,W","   30",",,W","15.0",",,W","18.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-10","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","59",",,W","44",",,W","   30",",,W","   30",",,W","14.1",",,W","16.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-11","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","51","H,,S","63",",,W","41",",,W","   30",",,W",,,"16.1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-12","9.84",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","53","H,,S","61",",,W","46",",,W","  360",",,W","  360",",,W","15.0",",,W","19.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-13","6.93",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","54","H,,S","69",",,W","42",",,W","  300",",,W","  290",",,W","15.0",",,W","18.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-14","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","56","H,,S","68",",,W","42",",,W","  220",",,W","  280",",,W","17.0",",,W","25.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-15","8.95",",,W",,,"0.02",",,W,2400","0.0",",,W","0.0",",,W","52","H,,S","58",",,W","46",",,W","  210",",,W","  220",",,W","17.0",",,W","21.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-16","10.29",",,W",,,"0.43",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","52",",,W","48",",,W","  190",",,W","  210",",,W","16.1",",,W","21.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-17","10.51",",,W",,,"0.73",",,W,2400","0.0",",,W","0.0",",,W","51","H,,S","53",",,W","45",",,W","  220",",,W","  230",",,W","23.0",",,W","29.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-18","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","48","H,,S","58",",,W","42",",,W","  210",",,W","  310",",,W","17.0",",,W","38.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-19","10.51",",,W",,,"0.54",",,W,2400","0.0",",,W","0.0",",,W","49","H,,S","53",",,W","42",",,W","  210",",,W","  230",",,W","23.0",",,W","31.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-20","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","49","H,,S","60",",,W","42",",,W","  200",",,W","  210",",,W","21.0",",,W","25.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-21","5.59",",,W",,,"0.20",",,W,2400","0.0",",,W","0.0",",,W","53","H,,S","63",",,W","46",",,W","  340",",,W",,,"14.1",",,W",,
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-22","9.40",",,W",,,"0.56",",,W,2400","0.0",",,W","0.0",",,W","48","H,,S","54",",,W","41",",,W","  260",",,W","  250",",,W","21.9",",,W","29.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-23","11.18",",,W",,,"0.35",",,W,2400","0.0",",,W","0.0",",,W","47","H,,S","53",",,W","43",",,W","  280",",,W","  320",",,W","18.1",",,W","32.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-24","11.86",",,W",,,"0.49",",,W,2400","0.0",",,W","0.0",",,W","51","H,,S","57",",,W","43",",,W","  200",",,W","  210",",,W","25.9",",,W","36.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-25","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","48","H,,S","58",",,W","42",",,W","  320",",,W","  290",",,W","14.1",",,W","17.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-26","8.72",",,W",,,"0.13",",,W,2400","0.0",",,W","0.0",",,W","50","H,,S","59",",,W","42",",,W","  190",",,W","  210",",,W","14.1",",,W","19.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-27","12.97",",,W",,,"0.27",",,W,2400","0.0",",,W","0.0",",,W","47","H,,S","52",",,W","43",",,W","  200",",,W","  200",",,W","21.9",",,W","25.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-28","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","48","H,,S","61",",,W","40",",,W","  280",",,W","  280",",,W","13.0",",,W","16.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-29","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","58","H,,S","77",",,W","49",",,W","  100",",,W","   90",",,W","15.0",",,W","19.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-04-30","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","68","H,,S","82",",,W","49",",,W","  350",",,W","   10",",,W","17.0",",,W","19.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-01","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","69","H,,S","85",",,W","52",",,W","  240",",,W","  240",",,W","13.0",",,W","18.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-02","10.51",",,W",,,"0.00","T,,W,2400","0.0",",,W","0.0",",,W","66","H,,S","65",",,W","51",",,W","  220",",,W","  230",",,W","18.1",",,W","23.0",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-03","7.61",",,W",,,"1.31",",,W,2400","0.0",",,W","0.0",",,W","55","H,,S","59",",,W","48",",,W","  210",",,W","  200",",,W","21.9",",,W","29.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-04","9.40",",,W",,,"0.63",",,W,2400","0.0",",,W","0.0",",,W","52","H,,S","58",",,W","48",",,W","  190",",,W","  200",",,W","19.9",",,W","25.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-05","8.50",",,W",,,"0.20",",,W,2400","0.0",",,W","0.0",",,W","52","H,,S","60",",,W","49",",,W","  220",",,W","  230",",,W","16.1",",,W","21.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-06","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","53","H,,S","62",",,W","47",",,W","  220",",,W","  250",",,W","13.0",",,W","16.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-07","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W","0.0",",,W","54","H,,S","65",",,W","45",",,W","  240",",,W","  250",",,W","13.0",",,W","16.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-08","7.61",",,W",,,"0.54",",,W,2400","0.0",",,W","0.0",",,W","54","H,,S","57",",,W","49",",,W","  200",",,W","  200",",,W","19.9",",,W","25.9",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-09","12.53",",,W",,,"0.08",",,W,2400","0.0",",,W","0.0",",,W","52","H,,S","56",",,W","45",",,W","  210",",,W","  220",",,W","21.9",",,W","29.1",",,W"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","47.4444","-122.3138","112.8","2014-05-10","4.70",",,W",,,"0.02",",,W,2400","0.0",",,W","0.0",",,W","49","H,,S","60",",,W","45",",,W","  270",",,W","  240",",,W","8.9",",,W","18.1",",,W"
